Source;Target;Weight
warped_planks;r_1131;-4
stick;r_1131;-2
r_1131;warped_fence;3
nether_bricks;r_1132;-4
netherbrick;r_1132;-2
r_1132;nether_brick_fence;6
glass;r_1133;-6
r_1133;glass_pane;16
white_stained_glass;r_1134;-6
r_1134;white_stained_glass_pane;16
orange_stained_glass;r_1135;-6
r_1135;orange_stained_glass_pane;16
magenta_stained_glass;r_1136;-6
r_1136;magenta_stained_glass_pane;16
light_blue_stained_glass;r_1137;-6
r_1137;light_blue_stained_glass_pane;16
yellow_stained_glass;r_1138;-6
r_1138;yellow_stained_glass_pane;16
lime_stained_glass;r_1139;-6
r_1139;lime_stained_glass_pane;16
pink_stained_glass;r_1140;-6
r_1140;pink_stained_glass_pane;16
gray_stained_glass;r_1141;-6
r_1141;gray_stained_glass_pane;16
silver_stained_glass;r_1142;-6
r_1142;light_gray_stained_glass_pane;16
cyan_stained_glass;r_1143;-6
r_1143;cyan_stained_glass_pane;16
purple_stained_glass;r_1144;-6
r_1144;purple_stained_glass_pane;16
blue_stained_glass;r_1145;-6
r_1145;blue_stained_glass_pane;16
brown_stained_glass;r_1146;-6
r_1146;brown_stained_glass_pane;16
green_stained_glass;r_1147;-6
r_1147;green_stained_glass_pane;16
red_stained_glass;r_1148;-6
r_1148;red_stained_glass_pane;16
black_stained_glass;r_1149;-6
r_1149;black_stained_glass_pane;16
glass_pane;r_1150;-8
white_dye;r_1150;-1
r_1150;white_stained_glass_pane;8
glass_pane;r_1151;-8
orange_dye;r_1151;-1
r_1151;orange_stained_glass_pane;8
glass_pane;r_1152;-8
magenta_dye;r_1152;-1
r_1152;magenta_stained_glass_pane;8
glass_pane;r_1153;-8
light_blue_dye;r_1153;-1
r_1153;light_blue_stained_glass_pane;8
glass_pane;r_1154;-8
yellow_dye;r_1154;-1
r_1154;yellow_stained_glass_pane;8
glass_pane;r_1155;-8
lime_dye;r_1155;-1
r_1155;lime_stained_glass_pane;8
glass_pane;r_1156;-8
pink_dye;r_1156;-1
r_1156;pink_stained_glass_pane;8
glass_pane;r_1157;-8
gray_dye;r_1157;-1
r_1157;gray_stained_glass_pane;8
glass_pane;r_1158;-8
light_gray_dye;r_1158;-1
r_1158;light_gray_stained_glass_pane;8
glass_pane;r_1159;-8
cyan_dye;r_1159;-1
r_1159;cyan_stained_glass_pane;8
glass_pane;r_1160;-8
purple_dye;r_1160;-1
r_1160;purple_stained_glass_pane;8
glass_pane;r_1161;-8
blue_dye;r_1161;-1
r_1161;blue_stained_glass_pane;8
glass_pane;r_1162;-8
brown_dye;r_1162;-1
r_1162;brown_stained_glass_pane;8
glass_pane;r_1163;-8
green_dye;r_1163;-1
r_1163;green_stained_glass_pane;8
glass_pane;r_1164;-8
red_dye;r_1164;-1
r_1164;red_stained_glass_pane;8
glass_pane;r_1165;-8
black_dye;r_1165;-1
r_1165;black_stained_glass_pane;8
glass_pane;r_1166;-8
bone_meal;r_1166;-1
r_1166;white_stained_glass_pane;8
glass_pane;r_1167;-8
cocoa_beans;r_1167;-1
r_1167;brown_stained_glass_pane;8
glass_pane;r_1168;-8
ink_sac;r_1168;-1
r_1168;black_stained_glass_pane;8
glass_pane;r_1169;-8
lapis_lazuli;r_1169;-1
r_1169;blue_stained_glass_pane;8
iron_ingot;r_1170;-6
r_1170;iron_bars;16
orange_wool;r_1171;-1
bone_meal;r_1171;-1
r_1171;white_wool;1
magenta_wool;r_1172;-1
bone_meal;r_1172;-1
r_1172;white_wool;1
light_blue_wool;r_1173;-1
bone_meal;r_1173;-1
r_1173;white_wool;1
yellow_wool;r_1174;-1
bone_meal;r_1174;-1
r_1174;white_wool;1
lime_wool;r_1175;-1
bone_meal;r_1175;-1
r_1175;white_wool;1
pink_wool;r_1176;-1
bone_meal;r_1176;-1
r_1176;white_wool;1
gray_wool;r_1177;-1
bone_meal;r_1177;-1
r_1177;white_wool;1
silver_wool;r_1178;-1
bone_meal;r_1178;-1
r_1178;white_wool;1
cyan_wool;r_1179;-1
bone_meal;r_1179;-1
r_1179;white_wool;1
purple_wool;r_1180;-1
bone_meal;r_1180;-1
r_1180;white_wool;1
blue_wool;r_1181;-1
bone_meal;r_1181;-1
r_1181;white_wool;1
brown_wool;r_1182;-1
bone_meal;r_1182;-1
r_1182;white_wool;1
green_wool;r_1183;-1
bone_meal;r_1183;-1
r_1183;white_wool;1
red_wool;r_1184;-1
bone_meal;r_1184;-1
r_1184;white_wool;1
black_wool;r_1185;-1
bone_meal;r_1185;-1
r_1185;white_wool;1
white_wool;r_1186;-1
cocoa_beans;r_1186;-1
r_1186;brown_wool;1
orange_wool;r_1187;-1
cocoa_beans;r_1187;-1
r_1187;brown_wool;1
magenta_wool;r_1188;-1
cocoa_beans;r_1188;-1
r_1188;brown_wool;1
light_blue_wool;r_1189;-1
cocoa_beans;r_1189;-1
r_1189;brown_wool;1
yellow_wool;r_1190;-1
cocoa_beans;r_1190;-1
r_1190;brown_wool;1
lime_wool;r_1191;-1
cocoa_beans;r_1191;-1
r_1191;brown_wool;1
pink_wool;r_1192;-1
cocoa_beans;r_1192;-1
r_1192;brown_wool;1
gray_wool;r_1193;-1
cocoa_beans;r_1193;-1
r_1193;brown_wool;1
silver_wool;r_1194;-1
cocoa_beans;r_1194;-1
r_1194;brown_wool;1
cyan_wool;r_1195;-1
cocoa_beans;r_1195;-1
r_1195;brown_wool;1
purple_wool;r_1196;-1
cocoa_beans;r_1196;-1
r_1196;brown_wool;1
blue_wool;r_1197;-1
cocoa_beans;r_1197;-1
r_1197;brown_wool;1
green_wool;r_1198;-1
cocoa_beans;r_1198;-1
r_1198;brown_wool;1
red_wool;r_1199;-1
cocoa_beans;r_1199;-1
r_1199;brown_wool;1
black_wool;r_1200;-1
cocoa_beans;r_1200;-1
r_1200;brown_wool;1
white_wool;r_1201;-1
ink_sac;r_1201;-1
r_1201;black_wool;1
orange_wool;r_1202;-1
ink_sac;r_1202;-1
r_1202;black_wool;1
magenta_wool;r_1203;-1
ink_sac;r_1203;-1
r_1203;black_wool;1
light_blue_wool;r_1204;-1
ink_sac;r_1204;-1
r_1204;black_wool;1
yellow_wool;r_1205;-1
ink_sac;r_1205;-1
r_1205;black_wool;1
lime_wool;r_1206;-1
ink_sac;r_1206;-1
r_1206;black_wool;1
pink_wool;r_1207;-1
ink_sac;r_1207;-1
r_1207;black_wool;1
gray_wool;r_1208;-1
ink_sac;r_1208;-1
r_1208;black_wool;1
silver_wool;r_1209;-1
ink_sac;r_1209;-1
r_1209;black_wool;1
cyan_wool;r_1210;-1
ink_sac;r_1210;-1
r_1210;black_wool;1
purple_wool;r_1211;-1
ink_sac;r_1211;-1
r_1211;black_wool;1
blue_wool;r_1212;-1
ink_sac;r_1212;-1
r_1212;black_wool;1
brown_wool;r_1213;-1
ink_sac;r_1213;-1
r_1213;black_wool;1
green_wool;r_1214;-1
ink_sac;r_1214;-1
r_1214;black_wool;1
red_wool;r_1215;-1
ink_sac;r_1215;-1
r_1215;black_wool;1
white_wool;r_1216;-1
lapis_lazuli;r_1216;-1
r_1216;blue_wool;1
orange_wool;r_1217;-1
lapis_lazuli;r_1217;-1
r_1217;blue_wool;1
magenta_wool;r_1218;-1
lapis_lazuli;r_1218;-1
r_1218;blue_wool;1
light_blue_wool;r_1219;-1
lapis_lazuli;r_1219;-1
r_1219;blue_wool;1
yellow_wool;r_1220;-1
lapis_lazuli;r_1220;-1
r_1220;blue_wool;1
lime_wool;r_1221;-1
lapis_lazuli;r_1221;-1
r_1221;blue_wool;1
pink_wool;r_1222;-1
lapis_lazuli;r_1222;-1
r_1222;blue_wool;1
gray_wool;r_1223;-1
lapis_lazuli;r_1223;-1
r_1223;blue_wool;1
silver_wool;r_1224;-1
lapis_lazuli;r_1224;-1
r_1224;blue_wool;1
cyan_wool;r_1225;-1
lapis_lazuli;r_1225;-1
r_1225;blue_wool;1
purple_wool;r_1226;-1
lapis_lazuli;r_1226;-1
r_1226;blue_wool;1
brown_wool;r_1227;-1
lapis_lazuli;r_1227;-1
r_1227;blue_wool;1
green_wool;r_1228;-1
lapis_lazuli;r_1228;-1
r_1228;blue_wool;1
red_wool;r_1229;-1
lapis_lazuli;r_1229;-1
r_1229;blue_wool;1
black_wool;r_1230;-1
lapis_lazuli;r_1230;-1
r_1230;blue_wool;1
obsidian;r_1231;-4
diamond;r_1231;-2
book;r_1231;-1
r_1231;enchanting_table;1
oak_planks;r_1232;-2
stone_slab;r_1232;-1
stick;r_1232;-2
r_1232;grindstone;1
spruce_planks;r_1233;-2
stone_slab;r_1233;-1
stick;r_1233;-2
r_1233;grindstone;1
birch_planks;r_1234;-2
stone_slab;r_1234;-1
stick;r_1234;-2
r_1234;grindstone;1
jungle_planks;r_1235;-2
stone_slab;r_1235;-1
stick;r_1235;-2
r_1235;grindstone;1
acacia_planks;r_1236;-2
stone_slab;r_1236;-1
stick;r_1236;-2
r_1236;grindstone;1
dark_oak_planks;r_1237;-2
stone_slab;r_1237;-1
stick;r_1237;-2
r_1237;grindstone;1
stone_slab;r_1238;-1
crimson_planks;r_1238;-2
stick;r_1238;-2
r_1238;grindstone;1
stone_slab;r_1239;-1
warped_planks;r_1239;-2
stick;r_1239;-2
r_1239;grindstone;1
moss_block;r_1240;-2
r_1240;moss_carpet;3
honeycomb;r_1241;-4
r_1241;honeycomb_block;1
crimson_planks;r_1242;-4
flint;r_1242;-2
r_1242;fletching_table;1
warped_planks;r_1243;-4
flint;r_1243;-2
r_1243;fletching_table;1
oak_planks;r_1244;-4
flint;r_1244;-2
r_1244;fletching_table;1
spruce_planks;r_1245;-4
flint;r_1245;-2
r_1245;fletching_table;1
birch_planks;r_1246;-4
flint;r_1246;-2
r_1246;fletching_table;1
jungle_planks;r_1247;-4
flint;r_1247;-2
r_1247;fletching_table;1
acacia_planks;r_1248;-4
flint;r_1248;-2
r_1248;fletching_table;1
dark_oak_planks;r_1249;-4
flint;r_1249;-2
r_1249;fletching_table;1
oak_planks;r_1250;-4
paper;r_1250;-2
r_1250;cartography_table;1
spruce_planks;r_1251;-4
paper;r_1251;-2
r_1251;cartography_table;1
birch_planks;r_1252;-4
paper;r_1252;-2
r_1252;cartography_table;1
jungle_planks;r_1253;-4
paper;r_1253;-2
r_1253;cartography_table;1
acacia_planks;r_1254;-4
paper;r_1254;-2
r_1254;cartography_table;1
dark_oak_planks;r_1255;-4
paper;r_1255;-2
r_1255;cartography_table;1
crimson_planks;r_1256;-4
paper;r_1256;-2
r_1256;cartography_table;1
warped_planks;r_1257;-4
paper;r_1257;-2
r_1257;cartography_table;1
stone;r_1258;-3
iron_ingot;r_1258;-1
r_1258;stonecutter;1
granite;r_1259;-3
iron_ingot;r_1259;-1
r_1259;stonecutter;1
polished_granite;r_1260;-3
iron_ingot;r_1260;-1
r_1260;stonecutter;1
diorite;r_1261;-3
iron_ingot;r_1261;-1
r_1261;stonecutter;1
polished_diorite;r_1262;-3
iron_ingot;r_1262;-1
r_1262;stonecutter;1
andesite;r_1263;-3
iron_ingot;r_1263;-1
r_1263;stonecutter;1
polished_andesite;r_1264;-3
iron_ingot;r_1264;-1
r_1264;stonecutter;1
oak_log;r_1265;-4
furnace;r_1265;-1
r_1265;smoker;1
spruce_log;r_1266;-4
furnace;r_1266;-1
r_1266;smoker;1
birch_log;r_1267;-4
furnace;r_1267;-1
r_1267;smoker;1
jungle_log;r_1268;-4
furnace;r_1268;-1
r_1268;smoker;1
furnace;r_1269;-1
acacia_log;r_1269;-4
r_1269;smoker;1
furnace;r_1270;-1
dark_oak_log;r_1270;-4
r_1270;smoker;1
furnace;r_1271;-1
crimson_stem;r_1271;-4
r_1271;smoker;1
furnace;r_1272;-1
warped_stem;r_1272;-4
r_1272;smoker;1
furnace;r_1273;-1
r_1273;smoker;1
furnace;r_1274;-1
r_1274;smoker;1
furnace;r_1275;-1
r_1275;smoker;1
furnace;r_1276;-1
r_1276;smoker;1
furnace;r_1277;-1
r_1277;smoker;1
furnace;r_1278;-1
r_1278;smoker;1
furnace;r_1279;-1
r_1279;smoker;1
furnace;r_1280;-1
r_1280;smoker;1
furnace;r_1281;-1
oak_wood;r_1281;-4
r_1281;smoker;1
furnace;r_1282;-1
spruce_wood;r_1282;-4
r_1282;smoker;1
furnace;r_1283;-1
birch_wood;r_1283;-4
r_1283;smoker;1
furnace;r_1284;-1
jungle_wood;r_1284;-4
r_1284;smoker;1
furnace;r_1285;-1
acacia_wood;r_1285;-4
r_1285;smoker;1
furnace;r_1286;-1
dark_oak_wood;r_1286;-4
r_1286;smoker;1
furnace;r_1287;-1
r_1287;smoker;1
furnace;r_1288;-1
r_1288;smoker;1
furnace;r_1289;-1
r_1289;smoker;1
furnace;r_1290;-1
r_1290;smoker;1
furnace;r_1291;-1
r_1291;smoker;1
furnace;r_1292;-1
r_1292;smoker;1
furnace;r_1293;-1
warped_hyphae;r_1293;-4
r_1293;smoker;1
furnace;r_1294;-1
crimson_hyphae;r_1294;-4
r_1294;smoker;1
furnace;r_1295;-1
r_1295;smoker;1
furnace;r_1296;-1
r_1296;smoker;1
oak_planks;r_1297;-2
string;r_1297;-2
r_1297;loom;1
spruce_planks;r_1298;-2
string;r_1298;-2
r_1298;loom;1
birch_planks;r_1299;-2
string;r_1299;-2
r_1299;loom;1
jungle_planks;r_1300;-2
string;r_1300;-2
r_1300;loom;1
acacia_planks;r_1301;-2
string;r_1301;-2
r_1301;loom;1
dark_oak_planks;r_1302;-2
string;r_1302;-2
r_1302;loom;1
crimson_planks;r_1303;-2
string;r_1303;-2
r_1303;loom;1
warped_planks;r_1304;-2
string;r_1304;-2
r_1304;loom;1
crimson_planks;r_1305;-4
iron_ingot;r_1305;-2
r_1305;smithing_table;1
warped_planks;r_1306;-4
iron_ingot;r_1306;-2
r_1306;smithing_table;1
oak_planks;r_1307;-4
iron_ingot;r_1307;-2
r_1307;smithing_table;1
spruce_planks;r_1308;-4
iron_ingot;r_1308;-2
r_1308;smithing_table;1
birch_planks;r_1309;-4
iron_ingot;r_1309;-2
r_1309;smithing_table;1
jungle_planks;r_1310;-4
iron_ingot;r_1310;-2
r_1310;smithing_table;1
acacia_planks;r_1311;-4
iron_ingot;r_1311;-2
r_1311;smithing_table;1
dark_oak_planks;r_1312;-4
iron_ingot;r_1312;-2
r_1312;smithing_table;1
chest;r_1313;-1
shulker_shell;r_1313;-2
r_1313;shulker_box;1
shulker_box;r_1314;-1
white_dye;r_1314;-1
r_1314;white_shulker_box;1
shulker_box;r_1315;-1
orange_dye;r_1315;-1
r_1315;orange_shulker_box;1
shulker_box;r_1316;-1
magenta_dye;r_1316;-1
r_1316;magenta_shulker_box;1
shulker_box;r_1317;-1
light_blue_dye;r_1317;-1
r_1317;light_blue_shulker_box;1
shulker_box;r_1318;-1
yellow_dye;r_1318;-1
r_1318;yellow_shulker_box;1
shulker_box;r_1319;-1
lime_dye;r_1319;-1
r_1319;lime_shulker_box;1
shulker_box;r_1320;-1
pink_dye;r_1320;-1
r_1320;pink_shulker_box;1
shulker_box;r_1321;-1
gray_dye;r_1321;-1
r_1321;gray_shulker_box;1
shulker_box;r_1322;-1
light_gray_dye;r_1322;-1
r_1322;light_gray_shulker_box;1
shulker_box;r_1323;-1
cyan_dye;r_1323;-1
r_1323;cyan_shulker_box;1
shulker_box;r_1324;-1
purple_dye;r_1324;-1
r_1324;purple_shulker_box;1
shulker_box;r_1325;-1
blue_dye;r_1325;-1
r_1325;blue_shulker_box;1
shulker_box;r_1326;-1
brown_dye;r_1326;-1
r_1326;brown_shulker_box;1
shulker_box;r_1327;-1
green_dye;r_1327;-1
r_1327;green_shulker_box;1
shulker_box;r_1328;-1
red_dye;r_1328;-1
r_1328;red_shulker_box;1
shulker_box;r_1329;-1
black_dye;r_1329;-1
r_1329;black_shulker_box;1
orange_shulker_box;r_1330;-1
white_dye;r_1330;-1
r_1330;white_shulker_box;1
magenta_shulker_box;r_1331;-1
white_dye;r_1331;-1
r_1331;white_shulker_box;1
light_blue_shulker_box;r_1332;-1
white_dye;r_1332;-1
r_1332;white_shulker_box;1
yellow_shulker_box;r_1333;-1
white_dye;r_1333;-1
r_1333;white_shulker_box;1
lime_shulker_box;r_1334;-1
white_dye;r_1334;-1
r_1334;white_shulker_box;1
pink_shulker_box;r_1335;-1
white_dye;r_1335;-1
r_1335;white_shulker_box;1
gray_shulker_box;r_1336;-1
white_dye;r_1336;-1
r_1336;white_shulker_box;1
light_gray_shulker_box;r_1337;-1
white_dye;r_1337;-1
r_1337;white_shulker_box;1
cyan_shulker_box;r_1338;-1
white_dye;r_1338;-1
r_1338;white_shulker_box;1
purple_shulker_box;r_1339;-1
white_dye;r_1339;-1
r_1339;white_shulker_box;1
blue_shulker_box;r_1340;-1
white_dye;r_1340;-1
r_1340;white_shulker_box;1
brown_shulker_box;r_1341;-1
white_dye;r_1341;-1
r_1341;white_shulker_box;1
green_shulker_box;r_1342;-1
white_dye;r_1342;-1
r_1342;white_shulker_box;1
red_shulker_box;r_1343;-1
white_dye;r_1343;-1
r_1343;white_shulker_box;1
black_shulker_box;r_1344;-1
white_dye;r_1344;-1
r_1344;white_shulker_box;1
white_shulker_box;r_1345;-1
orange_dye;r_1345;-1
r_1345;orange_shulker_box;1
magenta_shulker_box;r_1346;-1
orange_dye;r_1346;-1
r_1346;orange_shulker_box;1
light_blue_shulker_box;r_1347;-1
orange_dye;r_1347;-1
r_1347;orange_shulker_box;1
yellow_shulker_box;r_1348;-1
orange_dye;r_1348;-1
r_1348;orange_shulker_box;1
lime_shulker_box;r_1349;-1
orange_dye;r_1349;-1
r_1349;orange_shulker_box;1
pink_shulker_box;r_1350;-1
orange_dye;r_1350;-1
r_1350;orange_shulker_box;1
gray_shulker_box;r_1351;-1
orange_dye;r_1351;-1
r_1351;orange_shulker_box;1
light_gray_shulker_box;r_1352;-1
orange_dye;r_1352;-1
r_1352;orange_shulker_box;1
cyan_shulker_box;r_1353;-1
orange_dye;r_1353;-1
r_1353;orange_shulker_box;1
purple_shulker_box;r_1354;-1
orange_dye;r_1354;-1
r_1354;orange_shulker_box;1
blue_shulker_box;r_1355;-1
orange_dye;r_1355;-1
r_1355;orange_shulker_box;1
brown_shulker_box;r_1356;-1
orange_dye;r_1356;-1
r_1356;orange_shulker_box;1
green_shulker_box;r_1357;-1
orange_dye;r_1357;-1
r_1357;orange_shulker_box;1
red_shulker_box;r_1358;-1
orange_dye;r_1358;-1
r_1358;orange_shulker_box;1
black_shulker_box;r_1359;-1
orange_dye;r_1359;-1
r_1359;orange_shulker_box;1
white_shulker_box;r_1360;-1
magenta_dye;r_1360;-1
r_1360;magenta_shulker_box;1
orange_shulker_box;r_1361;-1
magenta_dye;r_1361;-1
r_1361;magenta_shulker_box;1
light_blue_shulker_box;r_1362;-1
magenta_dye;r_1362;-1
r_1362;magenta_shulker_box;1
yellow_shulker_box;r_1363;-1
magenta_dye;r_1363;-1
r_1363;magenta_shulker_box;1
lime_shulker_box;r_1364;-1
magenta_dye;r_1364;-1
r_1364;magenta_shulker_box;1
pink_shulker_box;r_1365;-1
magenta_dye;r_1365;-1
r_1365;magenta_shulker_box;1
gray_shulker_box;r_1366;-1
magenta_dye;r_1366;-1
r_1366;magenta_shulker_box;1
light_gray_shulker_box;r_1367;-1
magenta_dye;r_1367;-1
r_1367;magenta_shulker_box;1
cyan_shulker_box;r_1368;-1
magenta_dye;r_1368;-1
r_1368;magenta_shulker_box;1
purple_shulker_box;r_1369;-1
magenta_dye;r_1369;-1
r_1369;magenta_shulker_box;1
blue_shulker_box;r_1370;-1
magenta_dye;r_1370;-1
r_1370;magenta_shulker_box;1
brown_shulker_box;r_1371;-1
magenta_dye;r_1371;-1
r_1371;magenta_shulker_box;1
green_shulker_box;r_1372;-1
magenta_dye;r_1372;-1
r_1372;magenta_shulker_box;1
red_shulker_box;r_1373;-1
magenta_dye;r_1373;-1
r_1373;magenta_shulker_box;1
black_shulker_box;r_1374;-1
magenta_dye;r_1374;-1
r_1374;magenta_shulker_box;1
white_shulker_box;r_1375;-1
light_blue_dye;r_1375;-1
r_1375;light_blue_shulker_box;1
orange_shulker_box;r_1376;-1
light_blue_dye;r_1376;-1
r_1376;light_blue_shulker_box;1
magenta_shulker_box;r_1377;-1
light_blue_dye;r_1377;-1
r_1377;light_blue_shulker_box;1
yellow_shulker_box;r_1378;-1
light_blue_dye;r_1378;-1
r_1378;light_blue_shulker_box;1
lime_shulker_box;r_1379;-1
light_blue_dye;r_1379;-1
r_1379;light_blue_shulker_box;1
pink_shulker_box;r_1380;-1
light_blue_dye;r_1380;-1
r_1380;light_blue_shulker_box;1
gray_shulker_box;r_1381;-1
light_blue_dye;r_1381;-1
r_1381;light_blue_shulker_box;1
light_gray_shulker_box;r_1382;-1
light_blue_dye;r_1382;-1
r_1382;light_blue_shulker_box;1
cyan_shulker_box;r_1383;-1
light_blue_dye;r_1383;-1
r_1383;light_blue_shulker_box;1
purple_shulker_box;r_1384;-1
light_blue_dye;r_1384;-1
r_1384;light_blue_shulker_box;1
blue_shulker_box;r_1385;-1
light_blue_dye;r_1385;-1
r_1385;light_blue_shulker_box;1
brown_shulker_box;r_1386;-1
light_blue_dye;r_1386;-1
r_1386;light_blue_shulker_box;1
green_shulker_box;r_1387;-1
light_blue_dye;r_1387;-1
r_1387;light_blue_shulker_box;1
red_shulker_box;r_1388;-1
light_blue_dye;r_1388;-1
r_1388;light_blue_shulker_box;1
black_shulker_box;r_1389;-1
light_blue_dye;r_1389;-1
r_1389;light_blue_shulker_box;1
white_shulker_box;r_1390;-1
yellow_dye;r_1390;-1
r_1390;yellow_shulker_box;1
orange_shulker_box;r_1391;-1
yellow_dye;r_1391;-1
r_1391;yellow_shulker_box;1
magenta_shulker_box;r_1392;-1
yellow_dye;r_1392;-1
r_1392;yellow_shulker_box;1
light_blue_shulker_box;r_1393;-1
yellow_dye;r_1393;-1
r_1393;yellow_shulker_box;1
lime_shulker_box;r_1394;-1
yellow_dye;r_1394;-1
r_1394;yellow_shulker_box;1
pink_shulker_box;r_1395;-1
yellow_dye;r_1395;-1
r_1395;yellow_shulker_box;1
gray_shulker_box;r_1396;-1
yellow_dye;r_1396;-1
r_1396;yellow_shulker_box;1
light_gray_shulker_box;r_1397;-1
yellow_dye;r_1397;-1
r_1397;yellow_shulker_box;1
cyan_shulker_box;r_1398;-1
yellow_dye;r_1398;-1
r_1398;yellow_shulker_box;1
purple_shulker_box;r_1399;-1
yellow_dye;r_1399;-1
r_1399;yellow_shulker_box;1
blue_shulker_box;r_1400;-1
yellow_dye;r_1400;-1
r_1400;yellow_shulker_box;1
brown_shulker_box;r_1401;-1
yellow_dye;r_1401;-1
r_1401;yellow_shulker_box;1
green_shulker_box;r_1402;-1
yellow_dye;r_1402;-1
r_1402;yellow_shulker_box;1
red_shulker_box;r_1403;-1
yellow_dye;r_1403;-1
r_1403;yellow_shulker_box;1
black_shulker_box;r_1404;-1
yellow_dye;r_1404;-1
r_1404;yellow_shulker_box;1
white_shulker_box;r_1405;-1
lime_dye;r_1405;-1
r_1405;lime_shulker_box;1
orange_shulker_box;r_1406;-1
lime_dye;r_1406;-1
r_1406;lime_shulker_box;1
magenta_shulker_box;r_1407;-1
lime_dye;r_1407;-1
r_1407;lime_shulker_box;1
light_blue_shulker_box;r_1408;-1
lime_dye;r_1408;-1
r_1408;lime_shulker_box;1
yellow_shulker_box;r_1409;-1
lime_dye;r_1409;-1
r_1409;lime_shulker_box;1
pink_shulker_box;r_1410;-1
lime_dye;r_1410;-1
r_1410;lime_shulker_box;1
gray_shulker_box;r_1411;-1
lime_dye;r_1411;-1
r_1411;lime_shulker_box;1
light_gray_shulker_box;r_1412;-1
lime_dye;r_1412;-1
r_1412;lime_shulker_box;1
cyan_shulker_box;r_1413;-1
lime_dye;r_1413;-1
r_1413;lime_shulker_box;1
purple_shulker_box;r_1414;-1
lime_dye;r_1414;-1
r_1414;lime_shulker_box;1
blue_shulker_box;r_1415;-1
lime_dye;r_1415;-1
r_1415;lime_shulker_box;1
brown_shulker_box;r_1416;-1
lime_dye;r_1416;-1
r_1416;lime_shulker_box;1
green_shulker_box;r_1417;-1
lime_dye;r_1417;-1
r_1417;lime_shulker_box;1
red_shulker_box;r_1418;-1
lime_dye;r_1418;-1
r_1418;lime_shulker_box;1
black_shulker_box;r_1419;-1
lime_dye;r_1419;-1
r_1419;lime_shulker_box;1
white_shulker_box;r_1420;-1
pink_dye;r_1420;-1
r_1420;pink_shulker_box;1
orange_shulker_box;r_1421;-1
pink_dye;r_1421;-1
r_1421;pink_shulker_box;1
magenta_shulker_box;r_1422;-1
pink_dye;r_1422;-1
r_1422;pink_shulker_box;1
light_blue_shulker_box;r_1423;-1
pink_dye;r_1423;-1
r_1423;pink_shulker_box;1
yellow_shulker_box;r_1424;-1
pink_dye;r_1424;-1
r_1424;pink_shulker_box;1
lime_shulker_box;r_1425;-1
pink_dye;r_1425;-1
r_1425;pink_shulker_box;1
gray_shulker_box;r_1426;-1
pink_dye;r_1426;-1
r_1426;pink_shulker_box;1
light_gray_shulker_box;r_1427;-1
pink_dye;r_1427;-1
r_1427;pink_shulker_box;1
cyan_shulker_box;r_1428;-1
pink_dye;r_1428;-1
r_1428;pink_shulker_box;1
purple_shulker_box;r_1429;-1
pink_dye;r_1429;-1
r_1429;pink_shulker_box;1
blue_shulker_box;r_1430;-1
pink_dye;r_1430;-1
r_1430;pink_shulker_box;1
brown_shulker_box;r_1431;-1
pink_dye;r_1431;-1
r_1431;pink_shulker_box;1
green_shulker_box;r_1432;-1
pink_dye;r_1432;-1
r_1432;pink_shulker_box;1
red_shulker_box;r_1433;-1
pink_dye;r_1433;-1
r_1433;pink_shulker_box;1
black_shulker_box;r_1434;-1
pink_dye;r_1434;-1
r_1434;pink_shulker_box;1
white_shulker_box;r_1435;-1
gray_dye;r_1435;-1
r_1435;gray_shulker_box;1
orange_shulker_box;r_1436;-1
gray_dye;r_1436;-1
r_1436;gray_shulker_box;1
magenta_shulker_box;r_1437;-1
gray_dye;r_1437;-1
r_1437;gray_shulker_box;1
light_blue_shulker_box;r_1438;-1
gray_dye;r_1438;-1
r_1438;gray_shulker_box;1
yellow_shulker_box;r_1439;-1
gray_dye;r_1439;-1
r_1439;gray_shulker_box;1
lime_shulker_box;r_1440;-1
gray_dye;r_1440;-1
r_1440;gray_shulker_box;1
pink_shulker_box;r_1441;-1
gray_dye;r_1441;-1
r_1441;gray_shulker_box;1
light_gray_shulker_box;r_1442;-1
gray_dye;r_1442;-1
r_1442;gray_shulker_box;1
cyan_shulker_box;r_1443;-1
gray_dye;r_1443;-1
r_1443;gray_shulker_box;1
purple_shulker_box;r_1444;-1
gray_dye;r_1444;-1
r_1444;gray_shulker_box;1
blue_shulker_box;r_1445;-1
gray_dye;r_1445;-1
r_1445;gray_shulker_box;1
brown_shulker_box;r_1446;-1
gray_dye;r_1446;-1
r_1446;gray_shulker_box;1
green_shulker_box;r_1447;-1
gray_dye;r_1447;-1
r_1447;gray_shulker_box;1
red_shulker_box;r_1448;-1
gray_dye;r_1448;-1
r_1448;gray_shulker_box;1
black_shulker_box;r_1449;-1
gray_dye;r_1449;-1
r_1449;gray_shulker_box;1
white_shulker_box;r_1450;-1
light_gray_dye;r_1450;-1
r_1450;light_gray_shulker_box;1
orange_shulker_box;r_1451;-1
light_gray_dye;r_1451;-1
r_1451;light_gray_shulker_box;1
magenta_shulker_box;r_1452;-1
light_gray_dye;r_1452;-1
r_1452;light_gray_shulker_box;1
light_blue_shulker_box;r_1453;-1
light_gray_dye;r_1453;-1
r_1453;light_gray_shulker_box;1
yellow_shulker_box;r_1454;-1
light_gray_dye;r_1454;-1
r_1454;light_gray_shulker_box;1
lime_shulker_box;r_1455;-1
light_gray_dye;r_1455;-1
